date,time,item,quantity,price,total,payment_method
2026-03-02,09:00,Latte,3,3.75,7.5,cash
2026-03-02,09:00,Brownie,3,3.0,9.0,cash
2026-03-02,10:00,Frappuccino,1,5.0,5.0,card
2026-03-02,10:00,Cheesecake Slice,3,3.75,11.25,cash
2026-03-02,10:00,Mocha,1,4.0,4.0,cash
2026-03-02,10:00,Iced Spanish Latte,3,4.75,14.25,card
2026-03-02,10:00,Chocolate Cake,3,3.5,10.5,cash
2026-03-02,11:00,Latte,3,3.75,7.5,card
2026-03-02,11:00,Iced Spanish Latte,2,4.75,9.5,cash
2026-03-02,11:00,Latte,2,3.75,3.75,cash
2026-03-02,11:00,Mocha,2,4.0,8.0,cash
2026-03-02,11:00,Mocha,1,4.0,4.0,card
2026-03-02,11:00,Espresso,5,2.0,6.0,card
2026-03-02,12:00,Cappuccino,1,3.5,3.5,card
2026-03-02,12:00,Latte,3,3.75,7.5,card
2026-03-02,12:00,Cold Brew,2,3.75,7.5,card
2026-03-02,12:00,Americano,1,2.5,2.5,card
2026-03-02,12:00,Iced Americano,2,3.0,3.0,cash
2026-03-02,12:00,Latte,3,3.75,7.5,card
2026-03-02,12:00,Espresso,5,2.0,6.0,card
2026-03-02,12:00,Iced Latte,1,4.0,4.0,card
2026-03-02,13:00,Brownie,1,3.0,3.0,card
2026-03-02,13:00,Frappuccino,1,5.0,5.0,cash
2026-03-02,13:00,Croissant,3,2.5,7.5,cash
2026-03-02,13:00,Croissant,1,2.5,2.5,card
2026-03-02,13:00,Iced Latte,1,4.0,4.0,card
2026-03-02,13:00,Croissant,1,2.5,2.5,card
2026-03-02,16:00,Iced Spanish Latte,2,4.75,9.5,cash
2026-03-02,17:00,Cheesecake Slice,1,3.75,3.75,cash
2026-03-02,17:00,Cheesecake Slice,1,3.75,3.75,cash
2026-03-02,17:00,Mocha,2,4.0,8.0,cash
2026-03-02,17:00,Donut,4,2.25,4.5,card
2026-03-02,17:00,Latte,4,3.75,11.25,cash
2026-03-02,17:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-02,17:00,Mocha,2,4.0,8.0,card
2026-03-02,18:00,Brownie,2,3.0,6.0,card
2026-03-02,18:00,Latte,5,3.75,15.0,card
2026-03-02,18:00,Donut,3,2.25,2.25,card
2026-03-02,18:00,Chocolate Cake,1,3.5,3.5,card
2026-03-02,18:00,Iced Americano,2,3.0,3.0,card
2026-03-02,18:00,Frappuccino,1,5.0,5.0,card
2026-03-02,18:00,Donut,5,2.25,6.75,card
2026-03-02,18:00,Iced Latte,1,4.0,4.0,cash
2026-03-02,18:00,Iced Americano,3,3.0,6.0,card
2026-03-02,18:00,Blueberry Muffin,2,2.75,5.5,card
2026-03-02,19:00,Americano,1,2.5,2.5,card
2026-03-02,19:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-02,20:00,Donut,5,2.25,6.75,cash
2026-03-03,07:00,Croissant,1,2.5,2.5,card
2026-03-03,07:00,Croissant,1,2.5,2.5,card
2026-03-03,07:00,Americano,3,2.5,7.5,card
2026-03-03,07:00,Frappuccino,3,5.0,15.0,card
2026-03-03,07:00,Iced Americano,4,3.0,9.0,cash
2026-03-03,07:00,Chocolate Cake,2,3.5,7.0,card
2026-03-03,07:00,Iced Americano,5,3.0,12.0,cash
2026-03-03,07:00,Latte,2,3.75,3.75,card
2026-03-03,08:00,Iced Americano,4,3.0,9.0,cash
2026-03-03,08:00,Brownie,2,3.0,6.0,cash
2026-03-03,08:00,Frappuccino,1,5.0,5.0,cash
2026-03-03,08:00,Americano,1,2.5,2.5,cash
2026-03-03,08:00,Iced Latte,1,4.0,4.0,cash
2026-03-03,08:00,Americano,1,2.5,2.5,card
2026-03-03,08:00,Cappuccino,1,3.5,3.5,card
2026-03-03,08:00,Croissant,1,2.5,2.5,cash
2026-03-03,09:00,Donut,3,2.25,2.25,cash
2026-03-03,09:00,Latte,4,3.75,11.25,cash
2026-03-03,09:00,Latte,3,3.75,7.5,card
2026-03-03,09:00,Brownie,1,3.0,3.0,card
2026-03-03,09:00,Brownie,1,3.0,3.0,cash
2026-03-03,09:00,Mocha,1,4.0,4.0,cash
2026-03-03,09:00,Iced Spanish Latte,3,4.75,14.25,cash
2026-03-03,09:00,Brownie,2,3.0,6.0,card
2026-03-03,09:00,Croissant,2,2.5,5.0,cash
2026-03-03,09:00,Cold Brew,1,3.75,3.75,card
2026-03-03,09:00,Mocha,1,4.0,4.0,cash
2026-03-03,10:00,Frappuccino,2,5.0,10.0,cash
2026-03-03,10:00,Cappuccino,2,3.5,7.0,cash
2026-03-03,10:00,Cappuccino,2,3.5,7.0,card
2026-03-03,10:00,Brownie,1,3.0,3.0,cash
2026-03-03,10:00,Americano,1,2.5,2.5,cash
2026-03-03,10:00,Americano,2,2.5,5.0,cash
2026-03-03,10:00,Iced Latte,1,4.0,4.0,card
2026-03-03,10:00,Americano,2,2.5,5.0,card
2026-03-03,10:00,Croissant,1,2.5,2.5,card
2026-03-03,10:00,Donut,4,2.25,4.5,card
2026-03-03,10:00,Iced Latte,1,4.0,4.0,cash
2026-03-03,11:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-03,11:00,Espresso,3,2.0,2.0,card
2026-03-03,11:00,Espresso,3,2.0,2.0,card
2026-03-03,11:00,Brownie,1,3.0,3.0,cash
2026-03-03,12:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-03,12:00,Latte,5,3.75,15.0,card
2026-03-03,12:00,Blueberry Muffin,2,2.75,5.5,card
2026-03-03,12:00,Espresso,3,2.0,2.0,cash
2026-03-03,13:00,Latte,6,3.75,18.75,card
2026-03-03,13:00,Latte,5,3.75,15.0,card
2026-03-03,13:00,Latte,3,3.75,7.5,card
2026-03-03,13:00,Mocha,2,4.0,8.0,card
2026-03-03,13:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-03,13:00,Iced Latte,3,4.0,12.0,card
2026-03-03,13:00,Brownie,3,3.0,9.0,cash
2026-03-03,16:00,Iced Spanish Latte,1,4.75,4.75,cash
2026-03-03,16:00,Iced Latte,2,4.0,8.0,cash
2026-03-03,16:00,Frappuccino,1,5.0,5.0,card
2026-03-03,16:00,Cappuccino,2,3.5,7.0,cash
2026-03-03,16:00,Cold Brew,1,3.75,3.75,card
2026-03-03,17:00,Iced Spanish Latte,2,4.75,9.5,card
2026-03-03,17:00,Frappuccino,3,5.0,15.0,card
2026-03-03,17:00,Iced Mocha,1,4.5,4.5,cash
2026-03-03,17:00,Mocha,2,4.0,8.0,card
2026-03-03,17:00,Latte,2,3.75,3.75,card
2026-03-03,17:00,Brownie,2,3.0,6.0,card
2026-03-03,18:00,Americano,4,2.5,10.0,cash
2026-03-03,18:00,Cappuccino,3,3.5,10.5,card
2026-03-03,18:00,Frappuccino,1,5.0,5.0,cash
2026-03-03,18:00,Brownie,1,3.0,3.0,card
2026-03-03,18:00,Blueberry Muffin,1,2.75,2.75,card
2026-03-03,18:00,Cold Brew,1,3.75,3.75,card
2026-03-03,18:00,Croissant,3,2.5,7.5,cash
2026-03-03,18:00,Americano,2,2.5,5.0,cash
2026-03-03,19:00,Latte,3,3.75,7.5,card
2026-03-03,19:00,Cappuccino,2,3.5,7.0,card
2026-03-03,19:00,Latte,4,3.75,11.25,card
2026-03-03,19:00,Blueberry Muffin,1,2.75,2.75,card
2026-03-03,19:00,Iced Americano,4,3.0,9.0,cash
2026-03-03,19:00,Donut,4,2.25,4.5,card
2026-03-03,19:00,Croissant,1,2.5,2.5,cash
2026-03-03,19:00,Brownie,1,3.0,3.0,cash
2026-03-03,19:00,Cappuccino,1,3.5,3.5,cash
2026-03-03,20:00,Donut,4,2.25,4.5,card
2026-03-04,07:00,Iced Latte,4,4.0,16.0,cash
2026-03-04,07:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-04,07:00,Americano,1,2.5,2.5,card
2026-03-04,07:00,Americano,3,2.5,7.5,card
2026-03-04,08:00,Cheesecake Slice,2,3.75,7.5,card
2026-03-04,08:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-04,08:00,Cheesecake Slice,2,3.75,7.5,card
2026-03-04,08:00,Espresso,4,2.0,4.0,card
2026-03-04,08:00,Iced Americano,3,3.0,6.0,card
2026-03-04,08:00,Cold Brew,1,3.75,3.75,cash
2026-03-04,08:00,Brownie,3,3.0,9.0,cash
2026-03-04,08:00,Iced Latte,4,4.0,16.0,card
2026-03-04,08:00,Cheesecake Slice,2,3.75,7.5,card
2026-03-04,08:00,Iced Americano,4,3.0,9.0,cash
2026-03-04,08:00,Latte,3,3.75,7.5,card
2026-03-04,08:00,Iced Latte,1,4.0,4.0,card
2026-03-04,08:00,Americano,5,2.5,12.5,card
2026-03-04,08:00,Donut,3,2.25,2.25,card
2026-03-04,08:00,Chocolate Cake,3,3.5,10.5,card
2026-03-04,08:00,Iced Mocha,2,4.5,9.0,card
2026-03-04,08:00,Iced Americano,2,3.0,3.0,cash
2026-03-04,09:00,Iced Latte,3,4.0,12.0,card
2026-03-04,09:00,Iced Spanish Latte,3,4.75,14.25,cash
2026-03-04,09:00,Latte,4,3.75,11.25,card
2026-03-04,09:00,Cappuccino,2,3.5,7.0,cash
2026-03-04,09:00,Americano,1,2.5,2.5,cash
2026-03-04,09:00,Donut,3,2.25,2.25,card
2026-03-04,09:00,Iced Americano,2,3.0,3.0,card
2026-03-04,09:00,Iced Americano,4,3.0,9.0,card
2026-03-04,09:00,Iced Americano,2,3.0,3.0,cash
2026-03-04,09:00,Mocha,2,4.0,8.0,card
2026-03-04,09:00,Cappuccino,4,3.5,14.0,card
2026-03-04,09:00,Iced Mocha,2,4.5,9.0,card
2026-03-04,09:00,Cappuccino,3,3.5,10.5,card
2026-03-04,09:00,Iced Latte,2,4.0,8.0,cash
2026-03-04,09:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-04,10:00,Iced Americano,2,3.0,3.0,card
2026-03-04,10:00,Cappuccino,3,3.5,10.5,cash
2026-03-04,10:00,Iced Americano,3,3.0,6.0,cash
2026-03-04,10:00,Frappuccino,3,5.0,15.0,cash
2026-03-04,10:00,Iced Latte,3,4.0,12.0,card
2026-03-04,10:00,Iced Spanish Latte,1,4.75,4.75,cash
2026-03-04,10:00,Croissant,3,2.5,7.5,cash
2026-03-04,10:00,Iced Americano,5,3.0,12.0,card
2026-03-04,11:00,Americano,5,2.5,12.5,card
2026-03-04,11:00,Iced Americano,2,3.0,3.0,card
2026-03-04,11:00,Iced Mocha,2,4.5,9.0,card
2026-03-04,11:00,Espresso,6,2.0,8.0,cash
2026-03-04,11:00,Donut,3,2.25,2.25,card
2026-03-04,11:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-04,11:00,Donut,3,2.25,2.25,card
2026-03-04,12:00,Donut,3,2.25,2.25,card
2026-03-04,12:00,Iced Latte,2,4.0,8.0,card
2026-03-04,12:00,Chocolate Cake,3,3.5,10.5,card
2026-03-04,12:00,Iced Americano,2,3.0,3.0,cash
2026-03-04,12:00,Blueberry Muffin,1,2.75,2.75,card
2026-03-04,12:00,Croissant,2,2.5,5.0,card
2026-03-04,12:00,Americano,2,2.5,5.0,card
2026-03-04,13:00,Iced Latte,1,4.0,4.0,card
2026-03-04,13:00,Chocolate Cake,2,3.5,7.0,card
2026-03-04,13:00,Donut,3,2.25,2.25,card
2026-03-04,16:00,Iced Americano,2,3.0,3.0,cash
2026-03-04,16:00,Blueberry Muffin,3,2.75,8.25,cash
2026-03-04,16:00,Blueberry Muffin,1,2.75,2.75,cash
2026-03-04,17:00,Mocha,1,4.0,4.0,cash
2026-03-04,17:00,Iced Latte,1,4.0,4.0,card
2026-03-04,17:00,Brownie,1,3.0,3.0,cash
2026-03-04,17:00,Mocha,3,4.0,12.0,card
2026-03-04,17:00,Cappuccino,3,3.5,10.5,card
2026-03-04,18:00,Americano,1,2.5,2.5,card
2026-03-04,18:00,Iced Latte,2,4.0,8.0,cash
2026-03-04,18:00,Donut,6,2.25,9.0,card
2026-03-04,18:00,Croissant,2,2.5,5.0,cash
2026-03-04,18:00,Cappuccino,3,3.5,10.5,card
2026-03-04,18:00,Iced Spanish Latte,3,4.75,14.25,card
2026-03-04,18:00,Iced Latte,2,4.0,8.0,card
2026-03-04,19:00,Chocolate Cake,1,3.5,3.5,cash
2026-03-04,19:00,Iced Mocha,2,4.5,9.0,card
2026-03-04,19:00,Chocolate Cake,1,3.5,3.5,card
2026-03-04,19:00,Iced Latte,1,4.0,4.0,cash
2026-03-04,19:00,Iced Spanish Latte,1,4.75,4.75,cash
2026-03-04,20:00,Mocha,5,4.0,20.0,card
2026-03-04,20:00,Blueberry Muffin,1,2.75,2.75,cash
2026-03-04,20:00,Donut,3,2.25,2.25,cash
2026-03-05,07:00,Blueberry Muffin,3,2.75,8.25,cash
2026-03-05,07:00,Americano,1,2.5,2.5,card
2026-03-05,07:00,Iced Spanish Latte,3,4.75,14.25,card
2026-03-05,08:00,Latte,4,3.75,11.25,cash
2026-03-05,08:00,Iced Latte,1,4.0,4.0,card
2026-03-05,08:00,Donut,4,2.25,4.5,card
2026-03-05,08:00,Latte,2,3.75,3.75,card
2026-03-05,08:00,Chocolate Cake,2,3.5,7.0,cash
2026-03-05,08:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-05,09:00,Cold Brew,1,3.75,3.75,card
2026-03-05,09:00,Donut,4,2.25,4.5,cash
2026-03-05,09:00,Iced Americano,5,3.0,12.0,cash
2026-03-05,09:00,Cappuccino,3,3.5,10.5,card
2026-03-05,09:00,Croissant,1,2.5,2.5,card
2026-03-05,09:00,Americano,1,2.5,2.5,card
2026-03-05,09:00,Iced Spanish Latte,2,4.75,9.5,card
2026-03-05,09:00,Croissant,5,2.5,12.5,card
2026-03-05,10:00,Americano,1,2.5,2.5,cash
2026-03-05,10:00,Donut,4,2.25,4.5,cash
2026-03-05,10:00,Americano,3,2.5,7.5,card
2026-03-05,10:00,Donut,3,2.25,2.25,cash
2026-03-05,10:00,Iced Americano,6,3.0,15.0,card
2026-03-05,10:00,Blueberry Muffin,2,2.75,5.5,card
2026-03-05,11:00,Donut,3,2.25,2.25,card
2026-03-05,11:00,Iced Spanish Latte,2,4.75,9.5,card
2026-03-05,11:00,Iced Latte,3,4.0,12.0,card
2026-03-05,11:00,Iced Spanish Latte,1,4.75,4.75,cash
2026-03-05,11:00,Croissant,2,2.5,5.0,cash
2026-03-05,12:00,Cappuccino,2,3.5,7.0,cash
2026-03-05,12:00,Iced Latte,1,4.0,4.0,card
2026-03-05,12:00,Mocha,1,4.0,4.0,cash
2026-03-05,12:00,Frappuccino,1,5.0,5.0,card
2026-03-05,12:00,Americano,1,2.5,2.5,card
2026-03-05,12:00,Mocha,1,4.0,4.0,card
2026-03-05,12:00,Mocha,1,4.0,4.0,cash
2026-03-05,12:00,Donut,7,2.25,11.25,cash
2026-03-05,12:00,Latte,5,3.75,15.0,card
2026-03-05,13:00,Iced Americano,3,3.0,6.0,card
2026-03-05,13:00,Frappuccino,1,5.0,5.0,card
2026-03-05,13:00,Iced Latte,2,4.0,8.0,cash
2026-03-05,16:00,Mocha,2,4.0,8.0,cash
2026-03-05,16:00,Americano,1,2.5,2.5,card
2026-03-05,17:00,Latte,2,3.75,3.75,card
2026-03-05,17:00,Latte,2,3.75,3.75,cash
2026-03-05,17:00,Frappuccino,3,5.0,15.0,cash
2026-03-05,17:00,Iced Latte,2,4.0,8.0,cash
2026-03-05,17:00,Iced Latte,1,4.0,4.0,card
2026-03-05,17:00,Croissant,2,2.5,5.0,card
2026-03-05,17:00,Latte,3,3.75,7.5,card
2026-03-05,18:00,Chocolate Cake,3,3.5,10.5,cash
2026-03-05,18:00,Cold Brew,4,3.75,15.0,cash
2026-03-05,18:00,Frappuccino,1,5.0,5.0,card
2026-03-05,18:00,Latte,2,3.75,3.75,cash
2026-03-05,18:00,Iced Latte,1,4.0,4.0,cash
2026-03-05,18:00,Blueberry Muffin,5,2.75,13.75,card
2026-03-05,18:00,Iced Latte,1,4.0,4.0,card
2026-03-05,18:00,Iced Americano,5,3.0,12.0,card
2026-03-05,18:00,Iced Americano,3,3.0,6.0,card
2026-03-05,18:00,Cappuccino,3,3.5,10.5,cash
2026-03-05,18:00,Americano,1,2.5,2.5,cash
2026-03-05,19:00,Mocha,1,4.0,4.0,cash
2026-03-05,19:00,Latte,4,3.75,11.25,card
2026-03-05,19:00,Latte,2,3.75,3.75,cash
2026-03-05,19:00,Mocha,1,4.0,4.0,card
2026-03-05,19:00,Americano,2,2.5,5.0,cash
2026-03-05,20:00,Cappuccino,2,3.5,7.0,card
2026-03-05,20:00,Latte,4,3.75,11.25,card
2026-03-05,20:00,Iced Spanish Latte,2,4.75,9.5,card
2026-03-06,07:00,Iced Mocha,1,4.5,4.5,card
2026-03-06,07:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-06,07:00,Mocha,4,4.0,16.0,card
2026-03-06,07:00,Iced Americano,2,3.0,3.0,card
2026-03-06,08:00,Brownie,2,3.0,6.0,card
2026-03-06,08:00,Frappuccino,1,5.0,5.0,cash
2026-03-06,08:00,Mocha,3,4.0,12.0,cash
2026-03-06,08:00,Croissant,1,2.5,2.5,card
2026-03-06,08:00,Donut,3,2.25,2.25,card
2026-03-06,08:00,Donut,4,2.25,4.5,card
2026-03-06,08:00,Croissant,3,2.5,7.5,cash
2026-03-06,08:00,Mocha,2,4.0,8.0,card
2026-03-06,09:00,Iced Latte,2,4.0,8.0,card
2026-03-06,09:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-06,09:00,Frappuccino,1,5.0,5.0,cash
2026-03-06,09:00,Donut,4,2.25,4.5,cash
2026-03-06,09:00,Cappuccino,4,3.5,14.0,card
2026-03-06,09:00,Americano,2,2.5,5.0,cash
2026-03-06,09:00,Donut,3,2.25,2.25,card
2026-03-06,09:00,Iced Americano,3,3.0,6.0,card
2026-03-06,09:00,Croissant,1,2.5,2.5,cash
2026-03-06,09:00,Latte,2,3.75,3.75,card
2026-03-06,10:00,Cheesecake Slice,4,3.75,15.0,cash
2026-03-06,10:00,Cappuccino,3,3.5,10.5,card
2026-03-06,10:00,Croissant,2,2.5,5.0,cash
2026-03-06,10:00,Latte,5,3.75,15.0,card
2026-03-06,10:00,Espresso,3,2.0,2.0,card
2026-03-06,10:00,Cold Brew,1,3.75,3.75,card
2026-03-06,10:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-06,10:00,Iced Latte,3,4.0,12.0,card
2026-03-06,11:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-06,11:00,Frappuccino,1,5.0,5.0,cash
2026-03-06,11:00,Mocha,1,4.0,4.0,cash
2026-03-06,11:00,Brownie,1,3.0,3.0,cash
2026-03-06,12:00,Cappuccino,1,3.5,3.5,card
2026-03-06,12:00,Croissant,3,2.5,7.5,cash
2026-03-06,12:00,Frappuccino,3,5.0,15.0,card
2026-03-06,13:00,Iced Americano,3,3.0,6.0,cash
2026-03-06,13:00,Iced Mocha,1,4.5,4.5,card
2026-03-06,16:00,Croissant,5,2.5,12.5,card
2026-03-06,16:00,Cappuccino,2,3.5,7.0,cash
2026-03-06,16:00,Latte,2,3.75,3.75,cash
2026-03-06,17:00,Iced Americano,2,3.0,3.0,card
2026-03-06,17:00,Iced Latte,2,4.0,8.0,card
2026-03-06,17:00,Iced Latte,1,4.0,4.0,cash
2026-03-06,17:00,Cold Brew,3,3.75,11.25,card
2026-03-06,17:00,Iced Latte,5,4.0,20.0,card
2026-03-06,18:00,Cappuccino,3,3.5,10.5,card
2026-03-06,18:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-06,18:00,Mocha,1,4.0,4.0,card
2026-03-06,18:00,Iced Latte,3,4.0,12.0,card
2026-03-06,18:00,Cappuccino,1,3.5,3.5,cash
2026-03-06,18:00,Cheesecake Slice,1,3.75,3.75,cash
2026-03-06,18:00,Cappuccino,1,3.5,3.5,card
2026-03-06,18:00,Iced Latte,2,4.0,8.0,card
2026-03-06,18:00,Mocha,4,4.0,16.0,card
2026-03-06,19:00,Chocolate Cake,3,3.5,10.5,card
2026-03-06,20:00,Donut,3,2.25,2.25,card
2026-03-06,20:00,Iced Americano,2,3.0,3.0,cash
2026-03-06,20:00,Latte,2,3.75,3.75,cash
2026-03-06,20:00,Latte,2,3.75,3.75,card
2026-03-07,07:00,Cold Brew,4,3.75,15.0,card
2026-03-07,07:00,Brownie,1,3.0,3.0,card
2026-03-07,07:00,Brownie,1,3.0,3.0,cash
2026-03-07,07:00,Mocha,2,4.0,8.0,card
2026-03-07,07:00,Iced Mocha,1,4.5,4.5,card
2026-03-07,07:00,Brownie,2,3.0,6.0,card
2026-03-07,08:00,Iced Latte,1,4.0,4.0,card
2026-03-07,08:00,Latte,2,3.75,3.75,card
2026-03-07,08:00,Iced Mocha,2,4.5,9.0,card
2026-03-07,08:00,Americano,1,2.5,2.5,cash
2026-03-07,08:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-07,09:00,Croissant,2,2.5,5.0,card
2026-03-07,09:00,Iced Latte,2,4.0,8.0,cash
2026-03-07,09:00,Espresso,3,2.0,2.0,cash
2026-03-07,09:00,Cappuccino,2,3.5,7.0,card
2026-03-07,09:00,Brownie,3,3.0,9.0,card
2026-03-07,09:00,Brownie,1,3.0,3.0,card
2026-03-07,09:00,Iced Latte,1,4.0,4.0,card
2026-03-07,09:00,Iced Mocha,3,4.5,13.5,card
2026-03-07,09:00,Espresso,4,2.0,4.0,card
2026-03-07,09:00,Iced Latte,3,4.0,12.0,cash
2026-03-07,10:00,Croissant,2,2.5,5.0,card
2026-03-07,10:00,Iced Latte,4,4.0,16.0,cash
2026-03-07,10:00,Iced Mocha,1,4.5,4.5,card
2026-03-07,10:00,Cold Brew,3,3.75,11.25,card
2026-03-07,10:00,Iced Mocha,4,4.5,18.0,card
2026-03-07,10:00,Brownie,3,3.0,9.0,cash
2026-03-07,10:00,Iced Latte,1,4.0,4.0,card
2026-03-07,10:00,Frappuccino,2,5.0,10.0,card
2026-03-07,10:00,Iced Mocha,2,4.5,9.0,card
2026-03-07,10:00,Iced Spanish Latte,2,4.75,9.5,cash
2026-03-07,11:00,Cappuccino,3,3.5,10.5,cash
2026-03-07,11:00,Latte,3,3.75,7.5,cash
2026-03-07,11:00,Blueberry Muffin,2,2.75,5.5,card
2026-03-07,11:00,Chocolate Cake,1,3.5,3.5,card
2026-03-07,11:00,Brownie,2,3.0,6.0,cash
2026-03-07,12:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-07,12:00,Brownie,1,3.0,3.0,cash
2026-03-07,12:00,Iced Mocha,3,4.5,13.5,card
2026-03-07,12:00,Donut,6,2.25,9.0,card
2026-03-07,12:00,Latte,3,3.75,7.5,cash
2026-03-07,13:00,Cheesecake Slice,4,3.75,15.0,card
2026-03-07,13:00,Brownie,2,3.0,6.0,cash
2026-03-07,13:00,Cappuccino,2,3.5,7.0,card
2026-03-07,13:00,Iced Americano,4,3.0,9.0,card
2026-03-07,13:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-07,13:00,Cappuccino,2,3.5,7.0,card
2026-03-07,13:00,Iced Mocha,4,4.5,18.0,cash
2026-03-07,13:00,Mocha,2,4.0,8.0,card
2026-03-07,13:00,Iced Americano,4,3.0,9.0,card
2026-03-07,16:00,Cappuccino,1,3.5,3.5,card
2026-03-07,16:00,Croissant,3,2.5,7.5,card
2026-03-07,16:00,Chocolate Cake,2,3.5,7.0,cash
2026-03-07,16:00,Americano,2,2.5,5.0,cash
2026-03-07,16:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-07,16:00,Iced Americano,5,3.0,12.0,card
2026-03-07,16:00,Iced Latte,2,4.0,8.0,cash
2026-03-07,17:00,Cold Brew,3,3.75,11.25,card
2026-03-07,17:00,Iced Spanish Latte,2,4.75,9.5,card
2026-03-07,17:00,Cappuccino,4,3.5,14.0,cash
2026-03-07,17:00,Cappuccino,1,3.5,3.5,cash
2026-03-07,17:00,Croissant,5,2.5,12.5,cash
2026-03-07,17:00,Cold Brew,3,3.75,11.25,card
2026-03-07,17:00,Iced Spanish Latte,1,4.75,4.75,card
2026-03-07,17:00,Cheesecake Slice,1,3.75,3.75,cash
2026-03-07,17:00,Cappuccino,1,3.5,3.5,card
2026-03-07,17:00,Frappuccino,2,5.0,10.0,cash
2026-03-07,18:00,Blueberry Muffin,4,2.75,11.0,card
2026-03-07,18:00,Blueberry Muffin,1,2.75,2.75,card
2026-03-07,18:00,Espresso,3,2.0,2.0,card
2026-03-07,18:00,Iced Latte,1,4.0,4.0,card
2026-03-07,18:00,Chocolate Cake,4,3.5,14.0,cash
2026-03-07,18:00,Brownie,1,3.0,3.0,card
2026-03-07,18:00,Brownie,5,3.0,15.0,cash
2026-03-07,18:00,Croissant,2,2.5,5.0,cash
2026-03-07,18:00,Cappuccino,1,3.5,3.5,cash
2026-03-07,18:00,Cappuccino,1,3.5,3.5,card
2026-03-07,19:00,Blueberry Muffin,4,2.75,11.0,card
2026-03-07,19:00,Cold Brew,5,3.75,18.75,card
2026-03-07,19:00,Blueberry Muffin,1,2.75,2.75,card
2026-03-07,20:00,Americano,1,2.5,2.5,card
2026-03-07,20:00,Iced Latte,1,4.0,4.0,card
2026-03-07,20:00,Latte,2,3.75,3.75,card
2026-03-07,20:00,Cold Brew,1,3.75,3.75,cash
2026-03-07,20:00,Cheesecake Slice,1,3.75,3.75,card
2026-03-07,20:00,Latte,4,3.75,11.25,cash
2026-03-07,20:00,Latte,3,3.75,7.5,card
2026-03-08,07:00,Brownie,1,3.0,3.0,card
2026-03-08,07:00,Iced Latte,2,4.0,8.0,card
2026-03-08,07:00,Americano,1,2.5,2.5,card
2026-03-08,07:00,Frappuccino,3,5.0,15.0,card
2026-03-08,07:00,Mocha,1,4.0,4.0,cash
2026-03-08,07:00,Frappuccino,2,5.0,10.0,card
2026-03-08,07:00,Iced Latte,1,4.0,4.0,cash
2026-03-08,07:00,Cold Brew,2,3.75,7.5,card
2026-03-08,08:00,Cappuccino,2,3.5,7.0,card
2026-03-08,08:00,Cold Brew,2,3.75,7.5,card
2026-03-08,08:00,Iced Spanish Latte,4,4.75,19.0,card
2026-03-08,08:00,Donut,4,2.25,4.5,card
2026-03-08,08:00,Donut,4,2.25,4.5,card
2026-03-08,08:00,Brownie,1,3.0,3.0,card
2026-03-08,08:00,Latte,5,3.75,15.0,cash
2026-03-08,08:00,Chocolate Cake,1,3.5,3.5,cash
2026-03-08,08:00,Brownie,5,3.0,15.0,cash
2026-03-08,08:00,Brownie,1,3.0,3.0,cash
2026-03-08,09:00,Croissant,4,2.5,10.0,cash
2026-03-08,09:00,Croissant,4,2.5,10.0,cash
2026-03-08,09:00,Espresso,3,2.0,2.0,card
2026-03-08,09:00,Latte,2,3.75,3.75,card
2026-03-08,09:00,Cheesecake Slice,2,3.75,7.5,card
2026-03-08,09:00,Iced Americano,3,3.0,6.0,card
2026-03-08,10:00,Americano,2,2.5,5.0,cash
2026-03-08,10:00,Cold Brew,2,3.75,7.5,card
2026-03-08,10:00,Brownie,3,3.0,9.0,card
2026-03-08,10:00,Frappuccino,1,5.0,5.0,cash
2026-03-08,10:00,Blueberry Muffin,2,2.75,5.5,cash
2026-03-08,10:00,Donut,5,2.25,6.75,cash
2026-03-08,11:00,Croissant,3,2.5,7.5,card
2026-03-08,11:00,Iced Latte,1,4.0,4.0,card
2026-03-08,11:00,Croissant,3,2.5,7.5,card
2026-03-08,11:00,Donut,3,2.25,2.25,card
2026-03-08,11:00,Iced Latte,2,4.0,8.0,card
2026-03-08,11:00,Cold Brew,2,3.75,7.5,cash
2026-03-08,12:00,Frappuccino,1,5.0,5.0,cash
2026-03-08,12:00,Iced Americano,3,3.0,6.0,cash
